duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,same_srv_rate,label
985,udp,dns,REJ,3952,8059,0,1,0,5,3,1,15,45,0.21,0.66,0.46,72,51,0.13,warezclient
659,icmp,dns,SF,8097,2043,1,3,0,5,2,1,95,11,0.42,0.4,0.79,50,47,0.58,warezclient
851,icmp,ftp,S0,1557,7093,1,0,0,3,0,0,84,18,0.58,0.4,0.52,164,163,0.88,neptune
871,icmp,dns,RSTR,9605,5192,1,1,1,5,1,0,79,97,0.34,0.9,0.18,7,145,0.35,teardrop
601,icmp,http,RSTR,3757,9711,0,2,2,2,0,1,88,3,0.94,0.81,0.14,116,138,0.49,smurf
437,icmp,http,S0,5112,7974,1,2,0,2,0,1,54,85,0.09,0.11,0.35,0,187,0.67,buffer_overflow
755,udp,ftp,REJ,5559,270,1,2,0,0,2,0,88,9,0.69,0.65,0.76,61,3,0.65,normal
480,icmp,http,REJ,4426,7190,1,3,2,3,3,0,47,69,0.09,0.07,0.58,221,160,0.86,satan
784,udp,telnet,RSTR,1132,7644,0,1,3,5,5,1,65,34,0.82,0.83,0.27,23,85,0.45,guess_passwd
839,tcp,dns,RSTR,4510,9971,0,1,3,5,2,0,72,49,0.5,0.52,0.58,188,53,0.96,normal
371,tcp,http,S0,6017,6390,1,2,0,3,5,0,89,44,0.23,0.19,0.99,185,27,0.07,normal
920,icmp,ftp,S0,967,9357,1,2,0,2,0,1,34,74,0.37,0.23,0.09,143,234,0.78,smurf
914,icmp,telnet,S0,1282,2285,0,3,2,2,1,1,53,85,0.93,0.14,0.96,186,176,0.75,buffer_overflow
226,tcp,telnet,REJ,3805,6996,1,3,3,3,3,1,46,96,0.92,0.63,0.17,194,231,0.16,teardrop
453,udp,telnet,REJ,3418,6653,0,1,2,2,2,0,35,24,0.12,0.99,0.93,197,74,0.0,guess_passwd
820,icmp,telnet,REJ,2174,2156,0,0,2,3,0,0,70,28,0.89,0.99,0.23,0,195,0.27,guess_passwd
95,udp,dns,RSTR,3759,2809,0,3,2,1,5,0,93,4,0.96,0.99,0.56,51,73,0.65,guess_passwd
432,tcp,dns,REJ,5542,5186,1,0,0,5,0,0,50,37,0.46,0.94,0.98,119,224,0.21,teardrop
629,udp,ftp,SF,6030,989,1,2,2,4,0,1,46,13,0.45,0.76,0.75,22,151,0.24,normal
120,tcp,dns,SF,193,3976,0,0,1,5,5,1,94,28,0.41,0.53,0.91,235,81,0.22,normal
679,udp,telnet,S0,9881,9034,1,2,1,3,2,1,15,43,0.09,0.86,0.08,240,30,0.09,buffer_overflow
795,udp,telnet,RSTR,9542,4196,0,2,0,4,2,1,6,10,0.94,0.82,0.13,33,112,0.84,nmap
328,icmp,http,RSTR,5264,4678,0,1,3,0,3,1,3,73,0.5,0.04,0.88,199,68,0.79,smurf
977,udp,http,SF,8404,8381,0,2,0,4,2,1,44,56,0.27,0.73,0.19,34,10,0.76,satan
850,icmp,ftp,REJ,9601,376,0,0,3,0,0,1,92,50,0.17,0.33,0.68,46,210,0.67,neptune
529,udp,dns,RSTR,932,8899,0,3,0,0,4,0,30,4,0.08,0.69,0.22,99,147,0.92,satan
161,tcp,ftp,RSTR,8918,4670,1,3,3,0,0,0,13,57,0.13,0.08,0.03,239,2,0.73,nmap
857,icmp,telnet,REJ,4270,1460,1,0,3,2,0,0,3,28,0.18,0.3,0.42,172,7,0.51,nmap
649,udp,telnet,S0,267,426,0,3,3,3,1,1,73,95,0.64,0.87,0.13,117,20,0.57,warezclient
783,udp,http,S0,5708,1616,0,3,0,2,5,0,18,56,0.38,0.61,0.05,34,171,0.56,teardrop
696,icmp,telnet,S0,1115,1269,0,2,2,4,2,0,25,20,0.53,0.88,0.2,189,249,0.16,warezclient
689,icmp,ftp,SF,4903,4684,1,3,0,2,4,1,98,59,0.4,0.03,0.65,6,129,0.89,satan
451,udp,telnet,REJ,4612,2467,1,0,1,0,2,1,83,87,0.34,0.72,0.68,187,195,0.12,warezclient
148,tcp,telnet,SF,1347,8061,0,3,1,4,0,0,40,69,0.56,0.4,0.29,2,5,0.29,warezclient
101,tcp,telnet,REJ,7251,63,0,3,3,4,3,1,21,50,0.23,0.39,0.23,55,110,0.65,buffer_overflow
631,icmp,ftp,REJ,8030,7310,0,2,1,0,2,0,62,78,0.68,0.82,0.94,155,167,0.71,nmap
7,udp,dns,S0,9104,4178,0,1,2,3,0,1,11,4,0.97,0.19,0.57,75,184,0.2,neptune
119,tcp,ftp,REJ,5999,1817,0,1,1,4,2,0,40,100,0.25,0.52,0.36,194,193,0.49,guess_passwd
252,icmp,http,REJ,4893,6452,1,2,3,1,1,1,73,44,0.41,0.96,0.75,40,8,0.7,buffer_overflow
791,tcp,telnet,RSTR,1977,830,0,2,3,5,3,1,59,66,0.75,0.95,0.32,185,117,0.71,satan
842,icmp,ftp,RSTR,446,5730,1,3,3,4,5,1,64,79,0.37,0.34,0.23,58,255,0.78,guess_passwd
315,tcp,http,RSTR,1091,2216,0,2,3,2,0,1,53,10,0.37,0.78,0.3,20,24,0.13,neptune
105,udp,dns,S0,7274,7031,0,0,2,1,2,1,19,66,0.87,0.72,0.27,206,146,0.82,buffer_overflow
136,tcp,ftp,REJ,4203,6472,1,1,2,5,4,1,70,23,0.83,0.12,0.35,20,114,0.27,portsweep
312,icmp,http,RSTR,6789,8116,0,0,3,0,2,0,83,67,0.79,0.07,0.88,87,115,0.55,teardrop
48,icmp,ftp,S0,8646,4852,1,0,3,5,2,0,63,7,0.15,0.72,0.17,203,241,0.59,nmap
948,icmp,http,REJ,8051,1604,0,2,2,0,0,0,6,18,0.44,0.54,0.95,244,90,0.65,nmap
384,udp,http,RSTR,7932,2243,0,2,2,2,3,1,65,76,0.61,0.74,0.08,41,35,0.95,nmap
907,icmp,telnet,SF,5661,1463,1,1,3,2,2,0,85,33,0.23,0.82,0.05,9,82,0.24,normal
842,udp,ftp,S0,4840,8,0,1,2,0,0,1,51,63,0.22,0.56,0.29,115,196,0.55,neptune
695,udp,dns,SF,6971,4235,0,3,0,5,5,0,41,20,0.78,0.13,0.54,91,8,0.16,neptune
489,tcp,telnet,S0,5794,8608,1,1,0,1,4,0,56,93,0.01,0.62,0.66,89,182,0.42,satan
383,tcp,telnet,REJ,2782,4014,1,2,3,1,3,0,89,50,0.56,0.49,0.01,131,224,0.62,neptune
167,udp,ftp,S0,38,5237,0,2,2,3,0,1,55,3,0.4,0.25,0.39,42,7,0.28,normal
255,icmp,http,REJ,6071,4719,1,1,3,5,4,0,49,34,0.33,0.44,0.34,1,237,0.67,smurf
280,udp,http,REJ,1184,3609,0,3,2,4,3,0,70,43,0.53,0.68,0.8,128,100,0.35,smurf
217,tcp,http,SF,3042,9990,0,3,1,0,4,1,88,47,0.66,0.74,0.78,2,80,0.18,guess_passwd
365,udp,dns,REJ,2022,3569,1,2,1,5,2,1,62,19,0.11,0.31,0.77,52,230,0.01,satan
667,tcp,http,SF,5783,4315,0,1,2,1,1,0,83,22,0.67,0.55,0.88,206,132,0.18,smurf
533,icmp,telnet,SF,9784,2095,0,0,1,4,0,1,41,7,0.19,0.78,0.04,170,99,0.12,portsweep
455,icmp,ftp,SF,9778,3729,0,0,0,5,3,1,70,7,0.95,0.89,0.16,107,3,0.65,satan
886,udp,http,S0,6772,938,0,1,2,3,2,0,86,48,0.27,0.02,0.72,80,245,0.6,nmap
388,icmp,http,REJ,7136,9201,0,0,3,1,0,1,37,28,0.03,0.95,0.02,238,166,0.93,buffer_overflow
613,udp,telnet,RSTR,3643,8111,1,1,3,2,0,1,2,12,0.72,0.9,0.56,189,125,0.42,neptune
579,udp,telnet,S0,9482,2432,0,0,3,0,2,0,51,13,0.53,0.31,0.38,10,140,0.7,warezclient
72,udp,telnet,RSTR,6427,7200,0,1,0,3,0,0,13,23,0.77,0.42,0.04,174,188,0.33,warezclient
464,udp,dns,SF,7515,5957,0,3,3,1,5,1,95,30,0.1,0.75,0.26,69,204,0.94,guess_passwd
882,icmp,telnet,SF,2225,740,1,2,2,4,0,1,53,62,0.4,0.21,0.58,219,235,0.99,teardrop
557,tcp,ftp,RSTR,9353,3245,1,2,2,4,0,0,39,96,0.39,0.42,0.06,178,52,0.93,buffer_overflow
721,udp,telnet,S0,4025,3336,1,2,1,0,1,1,46,60,0.78,0.48,0.46,100,35,0.88,satan
754,tcp,telnet,SF,2545,3761,0,0,1,5,5,0,85,69,0.23,0.3,0.59,79,75,0.01,normal
543,icmp,dns,REJ,9274,3367,1,2,2,2,3,0,58,79,0.55,0.94,0.71,225,82,0.58,nmap
58,tcp,telnet,RSTR,8408,2139,1,1,3,4,3,1,2,20,0.96,0.12,0.55,136,165,0.81,portsweep
209,icmp,ftp,SF,5220,4304,0,0,2,5,0,1,35,61,0.41,0.28,0.92,77,79,0.96,normal
98,udp,dns,SF,4356,93,0,0,2,3,2,1,34,22,0.81,0.64,0.44,133,67,0.3,buffer_overflow
15,tcp,http,S0,7043,5432,0,3,3,1,0,0,87,93,0.41,0.16,0.39,88,41,0.41,normal
453,udp,ftp,S0,1370,9877,1,1,2,1,1,1,6,54,0.92,0.9,0.21,37,43,0.88,teardrop
85,tcp,telnet,S0,2981,6363,0,1,3,1,0,0,85,78,0.37,0.76,0.72,149,112,0.21,neptune
669,icmp,telnet,SF,8007,5968,0,1,0,1,2,0,21,38,0.48,0.85,0.84,8,184,0.7,buffer_overflow
455,tcp,telnet,REJ,1083,4987,1,2,0,0,5,1,59,4,0.03,0.45,0.41,70,26,0.21,portsweep
206,udp,ftp,RSTR,4154,4432,0,1,3,4,5,0,2,98,0.99,0.48,0.85,202,121,0.43,warezclient
865,udp,ftp,SF,1293,1241,0,1,1,2,0,1,63,42,0.1,0.64,0.14,220,53,0.6,neptune
338,udp,http,S0,4969,1952,0,1,3,1,5,1,33,84,0.44,0.71,0.95,156,238,0.98,nmap
420,udp,http,RSTR,2408,5981,1,0,1,0,0,1,93,63,0.79,0.42,0.48,122,77,0.71,buffer_overflow
713,tcp,http,S0,5617,8662,0,0,1,1,0,0,4,94,0.91,0.8,0.24,82,122,0.92,portsweep
567,udp,http,RSTR,7661,5620,0,0,3,1,2,1,42,55,0.46,0.43,0.7,171,33,0.7,nmap
890,tcp,http,RSTR,336,1257,0,1,3,5,5,1,27,36,0.76,0.22,0.68,88,229,0.54,satan
638,udp,telnet,REJ,5338,8039,1,1,2,2,1,0,31,91,0.78,0.86,0.29,202,111,0.52,guess_passwd
827,icmp,http,REJ,6805,6133,1,0,3,0,0,1,87,97,0.07,0.36,0.96,28,149,0.16,teardrop
95,tcp,http,SF,3179,8033,0,3,0,2,3,0,44,96,0.68,0.5,0.23,16,5,0.79,nmap
561,icmp,dns,SF,2120,1259,1,2,2,1,4,0,83,86,0.97,0.66,0.6,245,137,0.65,guess_passwd
605,icmp,dns,RSTR,5393,8548,1,3,0,0,2,1,81,32,0.68,0.34,0.04,203,60,0.71,neptune
450,icmp,dns,RSTR,8414,7960,1,2,3,1,1,0,95,72,0.24,0.05,0.53,59,166,0.12,smurf
378,tcp,telnet,REJ,4122,9211,0,3,3,2,4,0,60,96,0.86,0.21,0.67,165,130,0.27,smurf
835,tcp,telnet,SF,914,2340,1,1,1,5,5,0,100,13,0.34,0.58,0.32,64,67,0.46,portsweep
19,udp,ftp,REJ,2954,4269,1,2,2,5,4,0,64,47,0.72,0.62,0.51,62,69,0.26,normal
147,tcp,telnet,REJ,4246,5210,0,0,2,3,3,0,98,31,0.69,0.76,0.38,68,137,0.02,buffer_overflow
471,tcp,dns,REJ,683,2633,0,3,3,5,1,1,3,23,0.36,0.29,0.7,16,171,0.98,portsweep
781,tcp,http,SF,1765,1538,0,3,2,3,1,1,8,5,0.61,0.51,0.21,3,35,0.18,smurf
423,tcp,ftp,S0,6775,3382,1,3,0,4,0,0,10,74,0.29,0.3,0.67,103,42,0.26,nmap
132,icmp,dns,S0,7330,6197,0,2,0,2,1,0,35,99,0.46,0.16,0.61,179,93,0.25,nmap
928,tcp,ftp,REJ,9225,8340,1,0,0,1,5,0,65,95,0.64,0.26,0.58,48,248,0.47,satan
703,tcp,http,S0,9675,7058,0,1,2,0,5,0,96,82,0.93,0.14,0.02,32,56,0.5,smurf
919,icmp,telnet,SF,8383,3917,1,2,0,3,1,0,87,97,0.39,0.78,0.88,186,220,0.13,portsweep
365,icmp,telnet,RSTR,4332,6736,0,2,3,3,5,0,78,96,0.71,0.98,0.08,40,114,0.62,teardrop
363,udp,telnet,S0,7494,3164,1,3,1,4,0,0,85,60,0.89,0.44,0.86,6,11,0.41,smurf
892,udp,dns,RSTR,792,3834,1,3,1,2,1,0,39,11,0.46,0.54,0.74,177,245,0.78,satan
218,udp,ftp,SF,7376,3464,0,0,0,3,4,1,41,30,0.87,0.43,0.86,200,213,0.61,smurf
50,tcp,telnet,REJ,7869,5164,0,2,1,4,0,1,42,13,0.92,0.28,0.17,207,71,0.5,portsweep
700,udp,telnet,REJ,2287,5397,1,2,3,1,4,1,56,23,0.82,0.69,0.35,157,240,0.83,nmap
817,icmp,ftp,RSTR,9252,1922,0,3,2,1,4,1,23,47,0.52,0.58,0.21,109,187,0.74,warezclient
792,udp,dns,RSTR,6267,7000,1,2,1,1,5,0,54,51,0.71,0.09,0.28,211,107,0.41,normal
993,tcp,telnet,S0,1729,9357,0,3,3,2,5,1,62,2,0.43,0.43,0.08,2,46,0.43,nmap
659,tcp,http,S0,661,2448,0,3,0,1,5,1,44,4,0.56,0.49,0.83,129,155,0.11,guess_passwd
647,icmp,http,S0,7371,8927,1,0,0,0,4,1,84,82,0.54,0.82,0.9,213,33,0.53,buffer_overflow
165,icmp,dns,SF,8027,1223,0,0,0,2,5,0,41,54,0.25,0.89,0.67,184,156,0.21,satan
988,icmp,telnet,S0,7876,5616,1,0,2,3,3,0,6,4,0.02,0.44,0.79,210,226,0.65,nmap
195,icmp,dns,RSTR,6831,5655,1,0,2,4,5,1,74,81,0.63,0.46,0.63,113,203,0.8,satan
586,icmp,ftp,SF,9836,2666,0,2,2,2,5,0,98,44,0.59,0.47,0.78,85,56,0.68,normal
435,udp,ftp,REJ,6484,6832,1,2,3,0,5,1,86,85,0.28,0.76,0.61,225,168,0.9,normal
987,tcp,http,SF,1711,9665,0,0,3,1,0,1,3,80,0.32,0.66,0.17,42,4,0.06,buffer_overflow
644,tcp,http,RSTR,6899,7897,0,1,3,2,4,0,2,59,0.61,0.34,0.67,215,79,0.84,buffer_overflow
753,icmp,dns,REJ,6546,1446,0,0,2,4,4,1,5,21,0.22,0.38,0.34,128,245,0.51,portsweep
389,icmp,telnet,REJ,1421,4751,1,3,2,0,1,0,82,83,0.16,0.3,0.39,50,127,0.8,smurf
230,icmp,dns,SF,6083,1796,0,3,2,0,4,1,61,71,0.23,0.13,0.55,204,204,0.64,teardrop
662,udp,http,RSTR,3192,5689,0,0,0,0,3,1,40,82,0.09,0.72,0.05,83,67,0.69,neptune
450,icmp,http,REJ,9545,7805,0,3,3,2,2,1,85,50,0.19,0.1,0.31,23,119,0.11,buffer_overflow
333,tcp,http,RSTR,4904,5791,0,0,3,5,0,0,78,9,0.9,0.37,0.24,215,120,0.12,nmap
412,udp,dns,REJ,5355,5271,1,0,3,3,5,1,3,47,0.02,0.58,0.26,134,148,0.79,warezclient
516,icmp,http,RSTR,2018,470,1,0,2,3,4,1,66,29,0.65,0.64,0.15,234,147,0.31,satan
927,tcp,telnet,SF,4302,2491,1,3,3,0,5,0,87,31,0.91,0.63,0.76,238,21,0.32,neptune
108,udp,dns,SF,1176,3232,0,1,2,0,3,1,60,17,0.0,0.96,0.45,53,180,0.95,neptune
625,icmp,dns,SF,4576,2678,1,3,3,4,1,0,28,77,0.86,0.79,0.44,207,152,0.85,buffer_overflow
138,udp,http,RSTR,3539,6981,1,1,3,1,3,1,16,14,0.91,0.43,0.02,69,86,0.12,normal
187,udp,ftp,REJ,6009,6885,1,0,3,1,4,0,28,23,0.67,0.23,0.57,117,254,0.39,neptune
894,tcp,http,S0,2959,9065,1,0,0,3,5,1,57,88,0.78,0.07,0.29,254,194,0.69,normal
379,udp,telnet,S0,8040,3793,0,3,3,5,3,1,46,68,0.72,0.95,0.35,164,196,0.12,buffer_overflow
736,icmp,ftp,S0,5483,743,1,3,0,4,2,0,86,45,0.15,0.84,0.36,153,33,0.86,portsweep
254,tcp,dns,REJ,2230,855,1,0,3,0,1,1,77,32,0.94,0.03,0.07,200,13,0.16,satan
779,tcp,telnet,RSTR,4935,8599,1,1,3,4,4,1,52,46,0.37,0.91,0.57,179,174,0.64,buffer_overflow
893,tcp,ftp,SF,8377,9743,0,2,2,0,1,1,12,50,0.54,0.09,0.52,81,147,0.95,nmap
962,udp,dns,RSTR,2892,2608,1,0,3,3,0,1,53,81,0.24,0.16,0.04,91,89,0.55,satan
220,udp,http,REJ,2189,1572,1,0,0,3,1,1,86,4,0.75,0.43,0.91,235,77,0.32,smurf
978,udp,telnet,SF,845,3640,0,2,0,3,5,1,82,22,0.4,0.24,0.94,45,82,0.47,normal
674,icmp,telnet,RSTR,2096,3318,0,2,3,3,0,1,85,18,0.91,0.14,0.56,151,80,0.71,smurf
476,udp,telnet,SF,8827,2432,1,0,1,5,3,1,64,51,0.72,0.43,0.94,55,188,0.98,portsweep
559,udp,telnet,SF,512,6939,0,2,1,5,0,0,56,49,0.41,0.18,0.35,106,183,0.12,warezclient
317,icmp,telnet,RSTR,722,6784,0,3,3,2,3,0,49,58,0.84,0.02,0.29,171,36,0.63,neptune
124,udp,telnet,SF,8841,3670,0,2,3,3,0,1,74,2,0.19,0.41,0.23,251,219,0.75,satan
536,icmp,telnet,S0,4439,9474,0,0,2,3,2,1,30,98,0.43,0.41,0.0,184,130,0.73,teardrop
527,tcp,ftp,RSTR,712,9162,1,2,3,5,0,1,22,5,0.61,0.46,0.16,4,183,0.15,portsweep
893,tcp,telnet,REJ,7519,3520,0,2,0,0,1,1,94,17,0.35,0.06,0.78,223,243,0.11,buffer_overflow
329,icmp,dns,S0,9064,6077,0,2,1,3,4,0,44,64,0.84,0.13,0.43,209,84,0.84,smurf
863,icmp,dns,REJ,6109,3840,1,1,2,0,3,0,7,49,0.42,0.65,0.87,123,38,0.37,nmap
331,icmp,telnet,SF,9600,9337,0,0,3,4,5,1,34,78,0.33,0.05,0.49,21,10,0.35,guess_passwd
556,tcp,http,REJ,3199,5639,1,0,3,2,4,0,50,15,0.9,0.7,0.88,217,41,0.02,warezclient
751,udp,http,SF,4198,7756,0,3,2,3,0,0,4,79,0.22,0.2,0.97,245,166,0.03,teardrop
424,udp,dns,REJ,6006,4398,0,3,0,1,4,0,80,100,0.22,0.48,0.34,234,231,0.98,buffer_overflow
384,tcp,telnet,S0,970,3781,1,1,2,3,4,1,92,0,0.94,0.3,0.4,78,60,0.0,neptune
422,icmp,http,REJ,9301,5753,0,1,0,1,0,0,11,55,0.6,0.36,0.86,33,236,0.71,nmap
32,icmp,dns,SF,3928,2977,1,3,0,0,0,0,73,80,0.74,0.65,0.5,200,23,0.08,portsweep
957,tcp,telnet,SF,3304,6405,0,2,1,2,5,1,55,30,0.45,0.57,0.22,232,49,0.12,portsweep
608,tcp,http,SF,9584,815,1,0,0,0,4,1,80,47,0.3,0.41,0.3,212,35,0.25,guess_passwd
355,tcp,telnet,SF,7608,6411,0,0,1,0,2,1,60,86,0.81,0.59,0.08,84,227,0.77,teardrop
535,tcp,dns,RSTR,8181,3297,0,1,3,1,3,0,45,26,0.54,0.08,0.56,5,102,0.56,satan
524,tcp,http,SF,4875,301,0,3,2,4,5,0,33,14,0.42,0.61,0.28,93,209,0.77,buffer_overflow
930,udp,dns,RSTR,3942,2897,0,3,3,2,5,1,38,34,0.79,0.19,0.78,191,133,0.51,buffer_overflow
475,icmp,telnet,RSTR,236,3684,1,0,0,2,0,0,68,30,0.0,0.27,0.08,94,216,0.62,guess_passwd
5,udp,ftp,RSTR,3736,4022,1,1,1,1,1,0,39,41,0.36,0.45,0.01,134,235,0.85,warezclient
576,icmp,dns,REJ,3096,6022,1,3,3,0,3,1,18,99,0.96,0.41,0.01,250,108,0.92,smurf
837,icmp,ftp,REJ,1634,2044,0,0,3,4,2,1,27,37,0.44,0.75,0.7,41,186,0.82,teardrop
408,tcp,telnet,SF,5621,3595,0,3,0,1,3,0,72,69,0.27,0.67,0.94,211,146,0.04,warezclient
428,icmp,http,REJ,9592,1788,1,1,2,5,0,0,57,28,0.74,0.71,0.78,208,205,0.83,buffer_overflow
941,tcp,dns,REJ,9217,1016,1,2,2,4,5,1,91,10,0.68,0.13,0.68,249,254,0.0,guess_passwd
227,tcp,http,REJ,5717,9236,1,2,0,3,4,1,3,75,0.12,0.86,0.24,233,180,0.07,buffer_overflow
631,icmp,ftp,RSTR,7350,4526,0,3,0,2,0,0,4,44,0.09,0.89,0.36,83,226,0.53,satan
146,tcp,ftp,S0,1660,6189,1,1,1,1,3,0,65,35,0.55,0.29,0.88,203,145,0.6,guess_passwd
238,udp,telnet,RSTR,4022,3488,0,0,2,0,5,1,49,57,0.37,0.84,0.34,147,187,0.04,neptune
833,udp,dns,REJ,868,4378,0,2,2,2,0,0,34,41,0.4,0.72,0.25,171,57,0.05,guess_passwd
734,udp,telnet,REJ,6044,6140,0,1,2,0,2,1,14,97,0.77,0.06,0.72,42,23,0.53,normal
692,udp,http,S0,842,9149,0,1,1,3,1,1,40,60,0.33,0.13,0.99,106,58,0.79,warezclient
411,udp,http,RSTR,4593,622,1,2,2,3,3,1,91,59,0.5,0.11,0.88,194,223,0.82,satan
201,icmp,telnet,S0,8879,8843,1,0,2,0,0,0,98,71,0.4,0.91,0.65,199,65,0.71,buffer_overflow
515,udp,dns,SF,6969,219,1,1,1,1,2,0,53,96,0.48,0.02,0.14,7,218,0.18,smurf
178,tcp,ftp,RSTR,6054,6316,0,1,0,4,2,1,58,89,0.71,0.43,0.49,48,150,0.77,portsweep
637,udp,telnet,RSTR,9644,4492,0,0,3,1,2,0,71,100,0.13,0.87,0.46,116,80,0.04,warezclient
205,udp,http,RSTR,6113,4147,0,0,0,3,3,1,8,60,0.51,0.68,0.73,92,103,0.94,portsweep
402,udp,ftp,RSTR,1974,3110,1,3,2,2,5,1,3,30,0.55,0.33,0.1,108,240,0.05,smurf
827,udp,telnet,REJ,7793,7713,1,1,2,2,1,1,82,73,0.64,0.84,0.2,107,23,0.67,satan
798,udp,telnet,S0,4239,9716,0,0,0,1,1,0,16,33,0.11,1.0,0.99,95,176,0.72,nmap
589,tcp,dns,REJ,4292,5289,0,2,0,5,2,0,84,19,0.11,0.02,0.05,221,157,0.93,nmap
585,icmp,dns,RSTR,2841,4916,1,1,2,1,5,0,8,45,0.85,0.76,0.22,169,229,0.95,portsweep
760,icmp,http,SF,713,1511,1,3,1,5,0,0,73,52,0.3,0.5,0.05,45,231,0.9,neptune
472,tcp,dns,S0,7341,5818,1,1,2,2,1,1,57,89,0.24,0.4,0.11,90,212,0.58,teardrop
854,tcp,dns,RSTR,4830,1669,0,2,3,5,3,1,60,30,0.88,0.97,0.9,170,95,1.0,smurf
679,tcp,dns,S0,8767,9551,1,0,2,0,1,0,57,67,0.96,0.44,0.81,244,132,0.28,warezclient
59,udp,dns,RSTR,8973,5238,0,3,0,1,4,1,36,8,0.19,0.56,0.66,224,151,0.98,normal
799,icmp,dns,REJ,2110,9970,1,3,3,4,4,1,61,52,0.75,0.68,0.65,29,127,0.92,normal
536,icmp,dns,REJ,2489,5702,0,3,2,0,2,1,92,67,0.1,0.17,0.82,98,226,0.68,satan
151,udp,ftp,RSTR,6192,3994,0,3,2,3,3,1,72,34,0.25,0.09,0.25,34,113,0.08,warezclient
259,icmp,http,RSTR,7514,180,1,1,3,5,0,1,46,44,0.66,0.29,0.14,147,95,0.04,guess_passwd
280,tcp,ftp,S0,8324,7332,0,2,1,5,5,1,81,83,0.44,0.52,0.92,146,119,1.0,buffer_overflow
252,udp,ftp,REJ,6103,3417,1,0,0,2,5,0,41,38,0.7,0.11,0.39,165,139,0.31,guess_passwd
880,icmp,dns,SF,2874,6148,0,2,3,5,0,0,63,67,0.56,0.57,0.32,174,67,0.43,buffer_overflow
591,icmp,telnet,RSTR,7248,8719,1,1,0,2,0,0,61,70,0.51,0.04,0.91,62,172,0.56,satan
237,udp,telnet,S0,782,1567,1,2,0,0,3,0,56,76,0.19,0.69,0.15,101,211,0.98,nmap
776,udp,dns,S0,2469,3002,0,2,1,2,4,0,64,21,0.71,0.59,0.4,165,136,0.31,neptune
152,icmp,dns,SF,7728,7435,1,2,3,1,4,0,3,77,0.74,0.3,0.81,25,210,0.98,satan
523,tcp,dns,S0,3153,8873,1,2,2,1,2,0,60,44,0.42,0.43,0.3,54,100,0.49,satan
569,icmp,telnet,REJ,699,3475,1,0,1,5,1,1,34,79,0.25,0.37,0.47,200,111,0.52,buffer_overflow
185,udp,ftp,RSTR,6874,7502,1,1,3,0,3,0,29,78,0.38,0.12,0.88,195,210,0.38,normal
343,udp,ftp,S0,8267,2363,1,2,1,5,5,1,54,47,0.36,0.42,0.58,123,246,0.41,nmap
681,udp,ftp,SF,4218,3953,0,3,3,5,1,0,63,11,0.2,0.76,0.82,27,156,0.34,warezclient
857,tcp,telnet,RSTR,9917,7779,0,2,3,1,0,1,57,21,0.8,0.49,0.1,122,76,0.19,teardrop
569,tcp,http,REJ,6186,977,0,3,2,1,4,0,12,27,0.75,0.29,0.98,159,227,0.82,nmap
69,icmp,ftp,RSTR,1183,1643,0,0,0,2,5,0,40,28,0.52,0.79,0.15,127,143,0.4,neptune
698,udp,http,RSTR,3836,4286,1,3,1,0,1,1,98,48,0.22,0.93,0.09,19,192,0.55,teardrop
686,udp,telnet,SF,8475,5502,0,2,0,5,1,1,77,45,0.04,0.83,0.5,84,167,0.86,nmap
34,udp,dns,S0,1295,6270,0,1,0,3,2,0,24,85,0.17,0.81,0.51,195,81,0.86,smurf
210,tcp,telnet,S0,4566,5586,1,2,1,5,1,0,38,7,0.38,0.53,0.62,233,210,0.82,guess_passwd
688,icmp,http,REJ,6395,3560,1,3,0,0,2,0,25,23,0.46,0.09,0.79,176,156,0.07,guess_passwd
714,udp,ftp,RSTR,7060,8867,0,2,1,3,5,1,93,50,0.65,0.34,0.34,186,207,0.4,warezclient
395,tcp,http,S0,7019,7970,0,1,3,1,4,0,58,17,0.84,0.29,0.34,0,248,0.4,neptune
386,icmp,dns,SF,1666,7310,1,1,1,0,0,1,61,9,0.93,0.93,0.91,56,89,0.9,warezclient
287,tcp,http,RSTR,9404,1307,0,3,3,1,1,0,30,84,0.27,0.03,0.11,168,43,0.17,smurf
288,tcp,dns,S0,1334,2364,1,3,2,4,3,0,98,36,0.55,0.71,0.85,144,214,0.71,nmap
62,icmp,http,REJ,4306,4557,1,3,3,1,3,0,37,83,0.1,0.26,0.33,138,92,0.7,teardrop
214,udp,telnet,REJ,9281,775,1,0,0,1,2,0,33,66,0.63,0.24,0.2,60,202,0.58,normal
966,tcp,http,SF,6944,1050,1,0,1,2,1,1,20,16,0.39,0.89,0.38,32,169,0.6,portsweep
762,tcp,ftp,S0,8956,3832,1,1,1,2,2,0,47,97,0.67,0.29,0.5,30,55,0.6,neptune
483,udp,dns,S0,6726,3019,0,1,2,0,0,0,69,88,0.98,0.68,0.55,213,75,0.88,neptune
346,icmp,dns,REJ,5323,6776,1,0,2,1,5,0,85,48,0.67,0.09,0.37,129,140,0.82,guess_passwd
41,icmp,telnet,SF,9163,6853,0,1,2,5,3,1,81,89,0.06,0.78,0.92,57,12,0.59,warezclient
199,tcp,http,SF,3111,6192,0,3,2,2,3,0,8,45,0.35,0.1,0.29,30,125,0.17,nmap
